Number of nodes 707 
   569 :  2.5998848e-01 -4.2346408e-01 
   570 : -2.2059853e-01 -4.7271027e-01 
   571 : -2.9837994e-01 -3.2692066e-01 
   572 : -1.7235355e-01  3.4448863e-01 
   573 : -1.7889042e-01  5.7839588e-01 
   574 : -3.3690393e-01  1.2800476e-01 
   575 : -6.9896761e-02 -6.9600454e-01 
   576 :  4.6448930e-02  1.7494380e-01 
   577 : -9.0762273e-02  6.4638877e-01 
   578 :  3.2539994e-01  1.2303722e-01 
   579 :  1.9413318e-01 -5.5801364e-01 
   580 :  4.4017797e-01  6.3443909e-01 
   581 : -3.6160056e-01 -4.6804976e-01 
   582 :  1.9022394e-02 -4.6985228e-01 
   583 :  4.3663325e-01  5.6021207e-01 
   584 :  1.1553183e-01 -5.3140888e-01 
   585 : -1.3358080e-01 -6.0060396e-01 
   586 : -1.5292861e-01 -5.9199109e-01 
   587 :  2.3182091e-02 -7.0445750e-01 
   588 :  2.6675846e-03  8.6401783e-01 
   589 : -2.8331236e-02 -7.5232830e-01 
   590 :  3.4682712e-01  3.2100696e-01 
   591 : -1.6844793e-01 -5.8284383e-01 
   592 : -1.4643881e-02  7.1104088e-01 
   593 :  1.1791405e-01  7.0203379e-01 
   594 : -4.2528431e-01 -7.2843731e-02 
   595 : -1.6605090e-02 -7.8286005e-01 
   596 :  1.7673810e-01 -8.5755989e-01 
   597 :  4.2516143e-02 -9.5707300e-01 
   598 : -1.6500213e-01 -5.0682897e-01 
   599 : -1.0152676e-01 -6.5293450e-01 
   600 :  9.7145352e-02 -2.7715066e-01 
   601 : -3.0211112e-01 -5.2526878e-01 
   602 : -3.1544710e-01 -5.1152896e-01 
   603 : -3.2926077e-01 -4.9492033e-01 
   604 :  3.3751691e-01  3.8363655e-01 
   605 : -1.6867446e-01 -4.8286765e-01 
   606 : -1.0082121e-01 -6.7495182e-01 
   607 :  6.2633241e-02  4.5944266e-01 
   608 : -2.7937374e-01  8.3931897e-01 
   609 :  4.3103745e-01 -2.4470853e-01 
   610 : -1.8603797e-01 -5.8941740e-01 
   611 : -2.2255868e-01 -5.6624403e-01 
   612 : -4.4598092e-02 -6.1670762e-01 
   613 :  3.8762411e-01  3.4775639e-01 
   614 : -3.4654440e-01 -5.0254128e-01 
   615 : -4.0757401e-01 -4.7168503e-01 
   616 :  1.6601055e-01  1.4109624e-01 
   617 : -1.1470782e-01 -6.1326243e-01 
   618 : -3.6087591e-01 -3.2346874e-01 
   619 : -2.4295426e-02 -4.2433621e-01 
   620 : -1.7742339e-01 -4.5315481e-01 
   621 :  3.9920609e-01  4.5814391e-01 
   622 : -2.0429401e-01 -4.5126847e-01 
   623 : -2.7063831e-01  1.8121701e-01 
   624 :  1.4001671e-01 -6.2364824e-01 
   625 : -1.9602225e-01 -4.2202832e-01 
   626 :  3.1811095e-01 -4.5223273e-01 
   627 : -3.9535531e-01 -4.8364809e-01 
   628 :  1.2241396e-01  5.7703173e-01 
   629 :  1.9454447e-01 -8.8202300e-02 
   630 :  3.9731374e-03 -6.8587928e-01 
   631 :  1.5449227e-01  7.1775100e-01 
   632 : -3.2805093e-01  4.4758062e-01 
   633 :  1.4723370e-01 -1.9787876e-01 
   634 :  9.6078427e-02  4.2636206e-01 
   635 :  4.5888819e-02  4.9452399e-01 
   636 :  3.2676273e-01  2.3217695e-01 
   637 :  1.8061893e-02  3.5941108e-01 
   638 :  4.2956631e-01  9.2778343e-01 
   639 : -2.1258089e-01  2.9931746e-01 
   640 : -2.2393599e-01 -5.7555001e-01 
   641 :  3.2688695e-01  7.6557468e-01 
   642 : -8.3274028e-02 -1.6024745e-01 
   643 : -3.5709873e-01  5.8322218e-01 
   644 :  2.3079794e-01  3.4508384e-01 
   645 :  3.5308957e-01 -5.0501252e-01 
   646 : -3.7110079e-01 -3.6866785e-01 
   647 : -1.4128997e-01  6.7074572e-01 
   648 :  4.2679492e-01 -9.2679492e-01 
   649 :  1.7369519e-01  6.3307934e-01 
   650 : -4.2679492e-01  9.2679492e-01 
   651 :  1.6901695e-01  2.5498106e-01 
   652 : -1.4836391e-01  9.4314420e-01 
   653 : -1.5316456e-01 -5.7496394e-01 
   654 :  4.2981389e-01 -3.7765188e-01 
   655 :  1.2065524e-01 -8.7718217e-01 
   656 :  2.4437274e-01  6.6545338e-01 
   657 : -1.3488873e-01 -6.2033744e-01 
   658 : -3.6427947e-03  4.3508102e-01 
   659 :  2.2832007e-01 -5.1749198e-01 
   660 :  4.4211040e-01  7.6404078e-01 
   661 :  2.7890318e-01 -7.0647960e-01 
   662 :  3.5457752e-01 -6.2621525e-01 
   663 : -6.2784333e-03 -6.1974961e-01 
   664 :  6.1931917e-02 -7.6826599e-01 
   665 : -1.2004575e-01 -3.2798121e-01 
   666 : -5.0785329e-02 -7.2022586e-01 
   667 :  1.6678847e-02 -3.9895960e-01 
   668 :  3.5047495e-01  6.7824774e-01 
   669 :  9.5116851e-02  9.0716589e-01 
   670 :  1.2284015e-01  8.5085577e-01 
   671 :  1.9683248e-01  3.7011733e-01 
   672 :  7.6948887e-03 -4.3772027e-01 
   673 :  3.8366880e-01  2.8764684e-01 
   674 :  1.6778425e-02 -8.5788230e-01 
   675 :  8.4776620e-02  3.3376982e-01 
   676 : -6.7571343e-02  7.2457802e-01 
   677 :  3.7231386e-01  2.2484195e-01 
   678 : -3.8986409e-02 -7.4162538e-01 
   679 : -3.0546443e-02 -7.6882118e-01 
   680 : -2.5792070e-01 -4.9606707e-01 
   681 : -2.3507210e-02 -7.9679065e-01 
   682 : -8.6500701e-03 -7.9872113e-01 
   683 :  1.3216252e-01 -7.4656074e-01 
   684 :  2.2890167e-01  6.9202556e-01 
   685 :  3.6616056e-01  7.6975468e-02 
   686 : -1.3335713e-01  2.3420726e-01 
   687 :  3.1143943e-01 -8.5878423e-01 
   688 :  2.2888809e-02  5.2164349e-01 
   689 :  4.6248659e-01  3.5059641e-01 
   690 : -7.5605843e-02 -6.7938478e-01 
   691 :  1.0734613e-01  6.0532486e-01 
   692 :  1.6248635e-01  3.8844671e-01 
   693 :  1.0761753e-01  8.0542700e-01 
   694 : -3.8419101e-02 -7.2775019e-01 
   695 : -5.4828328e-02 -7.0548574e-01 
   696 : -3.8541682e-01 -4.6362562e-01 
   697 : -2.8648829e-01 -5.2511339e-01 
   698 : -1.2491817e-01 -2.0720739e-02 
   699 :  2.6261444e-01 -4.7361190e-01 
   700 :  3.1911251e-01 -1.2674159e-01 
   701 : -1.0046591e-01 -9.7694001e-02 
   702 :  3.2935050e-03  5.5548252e-01 
   703 :  1.8130580e-01  3.5973126e-01 
   704 :  2.9490121e-01  9.0503452e-01 
   705 : -2.2191137e-01  3.5962072e-01 
   706 :  2.4623887e-01  6.4544288e-01 
Number of edges 113 
     0 :      0      6 
     1 :      6      7 
     2 :      7      8 
     3 :      8      9 
     4 :      9     10 
     5 :     10     11 
     6 :     11     12 
     7 :     12     13 
     8 :     13     14 
     9 :     14     15 
    10 :     15     16 
    11 :     16     17 
    12 :     17     18 
    13 :     18     19 
    14 :     19     20 
    15 :     20     21 
    16 :     21     22 
    17 :     22     23 
    18 :     23     24 
    19 :     24     25 
    20 :     25     26 
    21 :     26     27 
    22 :     27      0 
    23 :      1     28 
    24 :     28     29 
    25 :     29     30 
    26 :     30     31 
    27 :     31     32 
    28 :     32     33 
    29 :     33     34 
    30 :     34     35 
    31 :     35     36 
    32 :     36     37 
    33 :     37     38 
    34 :     38     39 
    35 :     39     40 
    36 :     40     41 
    37 :     41     42 
    38 :     42     43 
    39 :     43     44 
    40 :     44     45 
    41 :     45     46 
    42 :     46     47 
    43 :     47     48 
    44 :     48     49 
    45 :     49     50 
    46 :     50     51 
    47 :     51     52 
    48 :     52     53 
    49 :     53     54 
    50 :     54     55 
    51 :     55     56 
    52 :     56     57 
    53 :     57     58 
    54 :     58     59 
    55 :     59     60 
    56 :     60     61 
    57 :     61     62 
    58 :     62     63 
    59 :     63     64 
    60 :     64     65 
    61 :     65     66 
    62 :     66      2 
    63 :      1     67 
    64 :     67     68 
    65 :     68     69 
    66 :     69     70 
    67 :     70      3 
    68 :      4     71 
    69 :     71     72 
    70 :     72     73 
    71 :     73     74 
    72 :     74     75 
    73 :     75     76 
    74 :     76     77 
    75 :     77     78 
    76 :     78     79 
    77 :     79     80 
    78 :     80     81 
    79 :     81     82 
    80 :     82     83 
    81 :     83     84 
    82 :     84      2 
    83 :      3     85 
    84 :     85     86 
    85 :     86     87 
    86 :     87     88 
    87 :     88     89 
    88 :     89     90 
    89 :     90     91 
    90 :     91     92 
    91 :     92     93 
    92 :     93     94 
    93 :     94     95 
    94 :     95     96 
    95 :     96     97 
    96 :     97     98 
    97 :     98     99 
    98 :     99    100 
    99 :    100    101 
   100 :    101    102 
   101 :    102    103 
   102 :    103      5 
   103 :      5    104 
   104 :    104    105 
   105 :    105    106 
   106 :    106    107 
   107 :    107    108 
   108 :    108    109 
   109 :    109    110 
   110 :    110    111 
   111 :    111    112 
   112 :    112      4 
Number of triangles 1301 
     0 :    295    497    436
     1 :    431    509    316
     2 :    399    533    232
     3 :    281    493     16
     4 :    554    664    396
     5 :    423    546     80
     6 :    426    560    245
     7 :    332    437    429
     8 :    552    626    130
     9 :    416    498    212
    10 :    212    629    416
    11 :    192    633    417
    12 :    167    469    256
    13 :    306    706     10
    14 :    595    679    120
    15 :    244    454    272
    16 :    316    509    424
    17 :    232    401    399
    18 :     17    121     18
    19 :    187    566    402
    20 :    402    576    187
    21 :    130    654    552
    22 :    548    584    230
    23 :    234    435    222
    24 :    417    535    192
    25 :    230    624    376
    26 :    419    654     91
    27 :      7    151      8
    28 :    216    553    432
    29 :    334    610    433
    30 :    436    497    491
    31 :    122    523    398
    32 :    389    634    391
    33 :    217    454    244
    34 :     91    609    419
    35 :    364    366    365
    36 :    430    678    118
    37 :    374    551    512
    38 :     13    628     14
    39 :    146    618    451
    40 :    424    509    163
    41 :     12    131     13
    42 :    432    559    216
    43 :    386    583    385
    44 :     51    361    115
    45 :    129    657     44
    46 :    391    634    607
    47 :     31    462     32
    48 :    453    676    384
    49 :    503    610    334
    50 :     21    671    117
    51 :    457    536    113
    52 :    458    578    137
    53 :    232    576    401
    54 :    381    662    450
    55 :    477    486    302
    56 :    452    455    145
    57 :    327    629    417
    58 :     11    353     12
    59 :    479    661    303
    60 :    429    448    332
    61 :    234    486    477
    62 :    169    469    167
    63 :     14    123     15
    64 :    474    617    504
    65 :    395    547    539
    66 :    451    567    124
    67 :    283    380    282
    68 :    398    609    122
    69 :    455    472    136
    70 :    512    551     75
    71 :    125    144     59
    72 :    448    449    332
    73 :     80    594    423
    74 :    437    680    429
    75 :    469    470    256
    76 :    527    629    327
    77 :     45    425    114
    78 :    391    607    470
    79 :    376    579    230
    80 :    403    679    595
    81 :    384    472    453
    82 :    401    576    402
    83 :    552    654    419
    84 :    589    679    403
    85 :    275    326    277
    86 :    328    463    329
    87 :    222    435    224
    88 :     63    564     64
    89 :     43    599    129
    90 :    428    583    580
    91 :    467    623    530
    92 :    229    426    245
    93 :     82    451    124
    94 :    181    576    232
    95 :    601    602    140
    96 :    450    662    138
    97 :    283    500    380
    98 :    443    492    235
    99 :    530    623    529
   100 :    539    547     94
   101 :    275    277    273
   102 :    427    461     67
   103 :    127    314     35
   104 :    302    504    477
   105 :    326    334    277
   106 :    300    677    673
   107 :    385    583    152
   108 :     16    493    150
   109 :    453    472    455
   110 :     15    281     16
   111 :     27    621      0
   112 :    233    587    511
   113 :    504    617    487
   114 :    230    579    548
   115 :    566    616    402
   116 :    126    564     63
   117 :    461    597     67
   118 :    599    606    499
   119 :    234    476    435
   120 :    519    573    170
   121 :     80    546     79
   122 :    206    528    210
   123 :    426    663    560
   124 :     62    144    126
   125 :    451    618    375
   126 :    245    587    233
   127 :    280    282    279
   128 :     47    503    457
   129 :    282    335    284
   130 :    370    675    533
   131 :    455    652    145
   132 :     84    146     83
   133 :    485    604    299
   134 :    438    440    132
   135 :     21    644    524
   136 :    163    702    424
   137 :    366    367    365
   138 :    121    364     18
   139 :    480    661    479
   140 :    421    625    211
   141 :    133    462    358
   142 :    349    573    519
   143 :    506    621    305
   144 :    392    637    495
   145 :    490    491    117
   146 :    556    664    554
   147 :    220    486    234
   148 :    143    306      9
   149 :    361    429    115
   150 :     22    524    135
   151 :     49    640    148
   152 :    535    629    212
   153 :    210    528    250
   154 :    125    324    144
   155 :     54    140     55
   156 :    450    645    381
   157 :    466    467    465
   158 :    350    683    556
   159 :    464    465    139
   160 :    273    418    271
   161 :    404    405    403
   162 :    284    680    437
   163 :    282    284    279
   164 :    524    644    378
   165 :    477    504    415
   166 :    283    581    500
   167 :    213    454    217
   168 :    536    611    113
   169 :    470    658    391
   170 :    495    533    392
   171 :    496    600    508
   172 :    558    608    542
   173 :    280    283    282
   174 :    147    604    485
   175 :    483    577    238
   176 :    361    448    429
   177 :    279    421    211
   178 :    508    633    496
   179 :    607    634    150
   180 :    560    663    413
   181 :     56    322     57
   182 :    229    245    233
   183 :    237    529    432
   184 :     88    450    138
   185 :     44    425     45
   186 :    397    403    359
   187 :    272    273    271
   188 :    459    700    122
   189 :    148    611    537
   190 :    442    647    483
   191 :    282    380    335
   192 :    431    691    509
   193 :    143    307    306
   194 :    432    553    237
   195 :    464    466    465
   196 :    329    463    462
   197 :    227    426    229
   198 :    284    570    421
   199 :    173    469    169
   200 :    146    451     83
   201 :     39    444     40
   202 :    224    435    227
   203 :    177    495    246
   204 :    274    275    273
   205 :    235    562    443
   206 :     37    430     38
   207 :    244    271    248
   208 :    448    537    449
   209 :    336    558    542
   210 :    380    456    335
   211 :    140    602     55
   212 :    578    685    137
   213 :    261    521    473
   214 :    350    556    555
   215 :    519    647    442
   216 :      8    151    143
   217 :    514    684    310
   218 :    233    511    242
   219 :     77    464    139
   220 :     96    434    137
   221 :    509    691    157
   222 :    403    595    359
   223 :     97    447    434
   224 :    303    532    479
   225 :     38    430    118
   226 :    381    645    382
   227 :    148    537    448
   228 :    211    625    207
   229 :    208    460    215
   230 :    478    480    479
   231 :     34    507    127
   232 :    244    248    243
   233 :    215    454    213
   234 :    271    321    248
   235 :    217    244    243
   236 :    478    479    333
   237 :    250    528    492
   238 :     96    137     95
   239 :    250    492    258
   240 :    422    581    283
   241 :    121    634    366
   242 :    148    361     50
   243 :    152    583    428
   244 :    440    505    132
   245 :    129    599    487
   246 :    131    153     13
   247 :    437    570    284
   248 :    310    540    514
   249 :    122    547    459
   250 :    120    681    595
   251 :    533    675    392
   252 :    332    449    276
   253 :    208    215    213
   254 :    278    279    211
   255 :    205    208    204
   256 :    203    204    202
   257 :    635    688    470
   258 :    200    202    199
   259 :    370    533    399
   260 :     68    427     67
   261 :    136    652    455
   262 :    142    427     68
   263 :    323    614    500
   264 :    202    481    471
   265 :    227    435    426
   266 :    198    199    197
   267 :    107    141    106
   268 :      7    152    151
   269 :    198    200    199
   270 :    149    692    365
   271 :    292    497    295
   272 :    334    536    457
   273 :     43    606    599
   274 :    593    631    347
   275 :    467    473    465
   276 :    295    651    526
   277 :    139    521    512
   278 :    122    700    523
   279 :    195    198    197
   280 :    200    203    202
   281 :    253    683    350
   282 :    495    637    246
   283 :    318    498    416
   284 :    278    280    279
   285 :    128    466    464
   286 :    234    477    476
   287 :    335    680    284
   288 :    429    680    515
   289 :    203    205    204
   290 :    138    480    478
   291 :    208    213    209
   292 :     72    505    336
   293 :    415    612    477
   294 :    175    468    173
   295 :    425    586    114
   296 :    113    640     48
   297 :    532    596    142
   298 :    109    136    108
   299 :    120    679     37
   300 :    246    468    175
   301 :    483    676    453
   302 :    326    536    334
   303 :    107    669    141
   304 :    127    315    314
   305 :    217    243    218
   306 :    213    217    214
   307 :    462    463    358
   308 :    456    602    601
   309 :    185    494    187
   310 :    521    632    512
   311 :    232    495    179
   312 :    436    651    295
   313 :    130    450     89
   314 :     86    478    333
   315 :    454    598    272
   316 :     99    583    386
   317 :    263    522    420
   318 :    470    688    256
   319 :    473    521    465
   320 :    267    508    394
   321 :    526    651    400
   322 :     88    138     87
   323 :    380    602    456
   324 :    137    677    458
   325 :    468    469    173
   326 :    205    460    208
   327 :    446    666    444
   328 :    128    464     78
   329 :    496    633    192
   330 :    189    191    190
   331 :     97    434     96
   332 :    174    175    173
   333 :    272    274    273
   334 :    244    272    271
   335 :    177    246    175
   336 :    135    524    288
   337 :    216    489    186
   338 :    191    193    192
   339 :    607    635    470
   340 :     16    150     17
   341 :    132    643    438
   342 :    317    498    318
   343 :    405    589    403
   344 :    277    418    273
   345 :     79    546    128
   346 :    516    669    107
   347 :     90    130     89
   348 :    442    483    453
   349 :     29    329     30
   350 :    138    478     87
   351 :    339    443    362
   352 :    456    515    335
   353 :    258    492    339
   354 :    194    195    193
   355 :    377    661    480
   356 :     32    462    133
   357 :    406    407    405
   358 :     55    602    116
   359 :    397    404    403
   360 :     28    328     29
   361 :    208    209    204
   362 :    195    197    196
   363 :    410    411    409
   364 :     77    139     76
   365 :     79    128     78
   366 :     74    132     73
   367 :    339    492    443
   368 :    194    642    562
   369 :    148    448    361
   370 :    115    697     52
   371 :    172    173    169
   372 :     45    114     46
   373 :    220    234    222
   374 :    181    232    179
   375 :    522    563    201
   376 :    412    414    411
   377 :    224    227    226
   378 :    153    628     13
   379 :    207    460    205
   380 :    673    677    434
   381 :     82    124     81
   382 :    288    378    290
   383 :    124    545    538
   384 :     93    122     92
   385 :    418    653    271
   386 :    480    662    377
   387 :    288    524    378
   388 :    636    677    300
   389 :    142    596    427
   390 :    419    609    398
   391 :     14    628    123
   392 :    167    256    165
   393 :    491    497    378
   394 :    277    433    418
   395 :    295    526    294
   396 :    590    613    299
   397 :    562    642    443
   398 :    239    593    347
   399 :    442    453    452
   400 :    195    196    193
   401 :    317    566    498
   402 :    284    421    279
   403 :    378    644    491
   404 :    186    489    189
   405 :    189    488    191
   406 :    185    187    183
   407 :    179    495    177
   408 :    186    189    188
   409 :    109    652    136
   410 :     89    450     88
   411 :    218    486    220
   412 :    530    639    467
   413 :     78    464     77
   414 :    202    471    199
   415 :    213    214    209
   416 :    344    432    373
   417 :    492    528    235
   418 :    487    599    414
   419 :    217    218    214
   420 :    270    508    267
   421 :    570    622    421
   422 :    103    304    102
   423 :    439    519    442
   424 :    415    504    487
   425 :    191    194    193
   426 :    420    582    254
   427 :    151    383    143
   428 :    137    539     95
   429 :    248    474    302
   430 :    199    471    201
   431 :    117    644     21
   432 :    212    498    494
   433 :    248    302    243
   434 :    327    417    325
   435 :    513    514    160
   436 :    160    631    593
   437 :    498    566    494
   438 :    626    645    130
   439 :    189    190    188
   440 :     83    451     82
   441 :    212    494    188
   442 :    439    442    441
   443 :    191    192    190
   444 :    199    201    197
   445 :    436    490    369
   446 :    356    554    396
   447 :    294    526    297
   448 :     69    142     68
   449 :    465    521    139
   450 :    172    174    173
   451 :    117    703    490
   452 :    321    474    248
   453 :    491    644    117
   454 :    227    229    228
   455 :    404    406    405
   456 :    148    640    611
   457 :    238    676    483
   458 :    251    573    349
   459 :    324    627    144
   460 :    408    409    407
   461 :    328    329     29
   462 :    191    488    194
   463 :    365    692    364
   464 :    124    567    545
   465 :     87    478     86
   466 :    415    487    414
   467 :     41    531    119
   468 :    132    505     73
   469 :    111    145    110
   470 :     93    547    122
   471 :    292    295    294
   472 :    375    567    451
   473 :    344    559    432
   474 :    108    516    107
   475 :    139    512     76
   476 :    194    562    195
   477 :    122    609     92
   478 :    188    494    185
   479 :    386    510     99
   480 :    483    647    577
   481 :    313    325    270
   482 :    522    667    420
   483 :     52    697    601
   484 :    265    522    263
   485 :    145    608    452
   486 :    325    508    270
   487 :    246    549    468
   488 :    174    176    175
   489 :    136    516    108
   490 :    204    481    202
   491 :     86    333     85
   492 :    414    499    411
   493 :     76    512     75
   494 :    229    233    231
   495 :    165    702    163
   496 :    233    242    241
   497 :    373    623    574
   498 :     72    336     71
   499 :    334    433    277
   500 :     73    505     72
   501 :    357    554    356
   502 :    505    558    336
   503 :    376    624    249
   504 :    434    677    137
   505 :    201    667    522
   506 :    363    422    283
   507 :    510    621    506
   508 :     17    634    121
   509 :    337    567    375
   510 :    190    212    188
   511 :     95    539     94
   512 :    339    362    340
   513 :    267    394    265
   514 :    176    177    175
   515 :     64    387     65
   516 :    331    332    276
   517 :    433    610    591
   518 :    313    327    325
   519 :    474    504    302
   520 :    380    603    602
   521 :    476    612    413
   522 :    410    412    411
   523 :    106    557    105
   524 :    371    436    369
   525 :    251    349    348
   526 :    550    660    304
   527 :    366    634    389
   528 :    263    420    254
   529 :     75    551     74
   530 :    232    533    495
   531 :    391    658    549
   532 :    344    373    372
   533 :    184    186    185
   534 :    307    308    306
   535 :      0    385      6
   536 :    394    522    265
   537 :    184    216    186
   538 :    411    690    409
   539 :    445    575    531
   540 :    364    692     18
   541 :    447    673    434
   542 :    271    653    321
   543 :    342    344    343
   544 :    477    612    476
   545 :    442    452    441
   546 :    494    566    187
   547 :    206    207    205
   548 :     70    534     69
   549 :    479    687    333
   550 :    412    415    414
   551 :    258    339    338
   552 :    243    486    218
   553 :    193    496    192
   554 :    215    605    454
   555 :    275    449    326
   556 :    141    557    106
   557 :    112    542    111
   558 :    318    416    320
   559 :    407    694    405
   560 :    531    575    119
   561 :    481    619    471
   562 :    186    188    185
   563 :    242    664    556
   564 :    457    503    334
   565 :    681    682    595
   566 :    299    613    485
   567 :    502    696    422
   568 :    190    535    212
   569 :    453    455    452
   570 :     69    534    142
   571 :    456    697    515
   572 :    585    617    474
   573 :    362    525    340
   574 :     81    594     80
   575 :    540    541    347
   576 :    210    211    207
   577 :    163    509    159
   578 :    197    563    196
   579 :    408    410    409
   580 :    619    672    667
   581 :    162    163    159
   582 :    183    576    181
   583 :    325    633    508
   584 :    432    529    373
   585 :    172    518    174
   586 :    182    184    183
   587 :     56    614    322
   588 :    543    544    304
   589 :    184    185    183
   590 :    198    235    200
   591 :    274    276    275
   592 :     74    551    132
   593 :    313    523    327
   594 :    155    513    160
   595 :    262    376    249
   596 :    145    652    110
   597 :    189    489    488
   598 :    460    620    215
   599 :    111    542    145
   600 :    344    372    343
   601 :    444    666    445
   602 :    601    697    456
   603 :    557    704    105
   604 :    525    559    342
   605 :     91    654     90
   606 :    195    562    198
   607 :    320    527    459
   608 :    349    439    438
   609 :    369    490    365
   610 :    469    658    470
   611 :    350    596    532
   612 :    164    165    163
   613 :    166    167    165
   614 :    366    368    367
   615 :    105    543    104
   616 :    436    491    490
   617 :    239    347    301
   618 :    218    220    219
   619 :    304    660    102
   620 :    463    597    461
   621 :    377    379    376
   622 :    473    705    261
   623 :    151    428    383
   624 :    340    525    342
   625 :    580    583    100
   626 :    349    519    439
   627 :    572    705    639
   628 :    416    527    320
   629 :    339    340    338
   630 :    501    502    422
   631 :    485    613    482
   632 :    168    169    167
   633 :    449    537    326
   634 :    123    316    281
   635 :    101    580    100
   636 :    545    567    337
   637 :    237    530    529
   638 :    184    553    216
   639 :    127    507    355
   640 :    240    278    211
   641 :    378    497    290
   642 :    150    634     17
   643 :    182    183    181
   644 :    381    382    379
   645 :    349    438    348
   646 :    171    172    169
   647 :    435    663    426
   648 :    192    535    190
   649 :    297    317    298
   650 :    236    639    530
   651 :    440    558    505
   652 :    220    222    221
   653 :    209    481    204
   654 :    340    342    341
   655 :    367    369    365
   656 :    285    313    270
   657 :    276    449    275
   658 :    180    237    182
   659 :    203    206    205
   660 :    342    343    341
   661 :    394    563    522
   662 :    572    639    236
   663 :    222    224    223
   664 :    260    261    247
   665 :    182    553    184
   666 :    574    623    466
   667 :    180    182    181
   668 :     94    547     93
   669 :    359    682    315
   670 :    343    538    341
   671 :    512    632    374
   672 :    526    616    297
   673 :    500    614    603
   674 :    482    613    447
   675 :    317    318    298
   676 :    159    509    157
   677 :    196    496    193
   678 :    146    646    618
   679 :    123    431    316
   680 :    439    441    440
   681 :    366    389    368
   682 :    409    695    407
   683 :    176    178    177
   684 :    337    375    257
   685 :    320    459    395
   686 :    285    419    398
   687 :    227    228    226
   688 :    269    270    267
   689 :    178    179    177
   690 :    104    638      5
   691 :    180    181    179
   692 :    331    437    332
   693 :    472    588    136
   694 :    128    574    466
   695 :    342    559    344
   696 :    123    281     15
   697 :    372    423    343
   698 :    256    702    165
   699 :    116    614     56
   700 :    187    576    183
   701 :    375    571    257
   702 :    487    617    129
   703 :    671    703    117
   704 :    218    219    214
   705 :    475    668    383
   706 :    269    552    285
   707 :    264    268    266
   708 :    591    610    114
   709 :    280    363    283
   710 :      5    638    103
   711 :    420    672    582
   712 :     32    133     33
   713 :    500    581    323
   714 :    253    350    303
   715 :    216    698    489
   716 :    164    166    165
   717 :    340    341    338
   718 :    166    168    167
   719 :    388    493    281
   720 :    406    408    407
   721 :    255    548    264
   722 :    619    667    471
   723 :     35    314     36
   724 :     38    118     39
   725 :    261    518    247
   726 :    302    486    243
   727 :    178    180    179
   728 :      3    648     70
   729 :     85    648      3
   730 :    409    690    575
   731 :    224    226    225
   732 :    476    663    435
   733 :    171    251    247
   734 :      4    650    112
   735 :     71    650      4
   736 :    285    398    313
   737 :    262    377    376
   738 :    413    663    476
   739 :    396    397    359
   740 :    318    320    319
   741 :    347    631    540
   742 :    298    578    296
   743 :    398    523    313
   744 :    377    381    379
   745 :    251    348    260
   746 :    560    630    245
   747 :    162    164    163
   748 :    198    562    235
   749 :    237    553    182
   750 :    468    658    469
   751 :    555    596    350
   752 :    168    171    169
   753 :    439    440    438
   754 :     99    510     98
   755 :    171    247    172
   756 :    475    580    101
   757 :    247    518    172
   758 :    352    384    252
   759 :    166    170    168
   760 :    137    685    539
   761 :    269    285    270
   762 :    264    548    268
   763 :    382    659    379
   764 :    318    319    298
   765 :    389    391    390
   766 :    266    267    265
   767 :    130    645    450
   768 :    285    552    419
   769 :    278    517    280
   770 :    372    546    423
   771 :    441    558    440
   772 :    258    338    337
   773 :    564    615    502
   774 :    402    616    526
   775 :    459    547    395
   776 :    201    563    197
   777 :    544    550    304
   778 :    345    540    310
   779 :    410    413    412
   780 :    251    260    247
   781 :    264    265    263
   782 :    429    515    115
   783 :    176    236    178
   784 :    416    629    527
   785 :    423    538    343
   786 :    321    585    474
   787 :    220    221    219
   788 :    333    687    534
   789 :    348    374    260
   790 :    508    600    394
   791 :    391    549    390
   792 :    320    395    319
   793 :    402    526    400
   794 :    296    578    458
   795 :    222    223    221
   796 :    356    359    315
   797 :    561    619    481
   798 :    373    574    372
   799 :    161    162    159
   800 :    225    254    223
   801 :    224    225    223
   802 :    250    258    257
   803 :      6    385    152
   804 :    338    545    337
   805 :    221    259    219
   806 :     98    689     97
   807 :    297    298    296
   808 :    266    269    267
   809 :    321    586    585
   810 :    379    579    376
   811 :    158    159    157
   812 :    100    583     99
   813 :    466    623    467
   814 :    350    532    303
   815 :    255    263    254
   816 :    264    266    265
   817 :    138    662    480
   818 :    353    649     12
   819 :    401    402    400
   820 :    114    610     46
   821 :    290    497    292
   822 :    156    157    154
   823 :    537    611    536
   824 :    467    639    473
   825 :    280    517    363
   826 :    206    665    528
   827 :    341    545    338
   828 :    269    569    552
   829 :    372    574    546
   830 :    258    337    257
   831 :    490    703    365
   832 :    229    231    228
   833 :    253    262    249
   834 :    294    297    296
   835 :    206    210    207
   836 :    433    591    418
   837 :    255    264    263
   838 :    162    238    164
   839 :    390    392    368
   840 :    542    608    145
   841 :    516    588    393
   842 :    557    568    346
   843 :    311    345    310
   844 :    538    545    341
   845 :    389    390    368
   846 :    514    631    160
   847 :    131    155    154
   848 :    540    631    514
   849 :    196    600    496
   850 :    124    594     81
   851 :    493    607    150
   852 :    214    561    209
   853 :    261    632    521
   854 :    225    255    254
   855 :    259    619    561
   856 :    358    674    133
   857 :    235    665    200
   858 :    330    331    276
